0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.552431,19.919260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.140381,18.623825,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.806684,15.969769,15.385799,15.239248,15.847177,17.280069,19.151176,20.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.737057,15.000000,15.000000,15.000000,15.000000,16.246828,17.974739,19.607141,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,18.189852,17.949326,17.196157,16.122904,15.058607,15.000000,15.000000,15.000000,15.000000,15.865047,17.359875,18.750080,19.815420,20.000000,20.000000,20.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,17.905943,17.766287,17.101839,16.086006,15.066836,15.000000,15.000000,15.000000,15.249113,16.316338,17.537134,18.602816,19.410793,20.000000,20.000000,20.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,17.798876,17.856253,17.390095,16.557741,15.701689,15.198014,15.227308,15.712749,16.499914,17.482109,18.478052,19.235239,19.733334,20.000000,20.000000,20.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,17.732462,17.977003,17.734608,17.162018,16.562401,16.291000,16.516678,17.115629,17.956739,18.927706,19.827633,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,16.446264,17.004150,17.649710,18.011290,17.952488,17.595354,17.243210,17.210871,17.579811,18.241304,19.095184,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,0.000000,0.000000
0.000000,0.000000,16.346891,16.873331,17.542387,17.986736,18.015951,17.790459,17.644173,17.821808,18.287521,18.913279,19.732983,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,0.000000,0.000000
0.000000,0.000000,16.215611,16.714764,17.403189,17.879673,17.941038,17.799944,17.820406,18.158400,18.678766,19.245558,19.983511,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,0.000000,0.000000
0.000000,0.000000,16.212702,16.658556,17.290464,17.721605,17.757633,17.648075,17.786032,18.253378,18.848448,19.419994,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,0.000000,0.000000
17.126181,16.653521,16.629862,16.957512,17.403791,17.632822,17.537428,17.398338,17.615713,18.201216,18.920549,19.600637,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000
17.989742,17.582932,17.556625,17.751034,17.928795,17.828053,17.478376,17.238420,17.480675,18.172899,19.039806,19.872072,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000
